yyyymm,Y,LDP,LEP,DE,svar,bm,ntis,tbl,lty,ltr,dfy,dfr,infl
194106,0.058851,2.66,2.20,-0.46,0.0011809091,0.8015267176,0.0089675066,0.0012,0.0191,0.0066,-0.0154,0.00,0.0208333333
194107,0.057106,2.71,2.22,-0.48,0.0012129739,0.7663638481,0.0090298599,0.0012,0.0191,0.0022,-0.0154,0.00,0.0000000000
194108,-0.001113,2.69,2.19,-0.51,0.0005131798,0.7745428863,0.0107250203,0.0013,0.0190,0.0018,-0.0153,0.00,0.0136054422
194109,-0.007351,2.68,2.15,-0.53,0.0009754417,0.7782684119,0.0102838552,0.0010,0.0193,-0.0012,-0.0155,-0.01,0.0134228188
194110,-0.064602,2.60,2.09,-0.52,0.0013100965,0.8377185537,0.0116872081,0.0009,0.0182,0.0140,-0.0155,0.01,0.0132450331
194111,-0.024916,2.56,2.05,-0.50,0.0012858981,0.8608058608,0.0103646245,0.0028,0.0186,-0.0029,-0.0156,0.01,0.0065359477
194112,-0.038843,2.50,2.01,-0.49,0.0066808135,0.8895097332,0.0103428263,0.0033,0.0204,-0.0177,-0.0158,-0.02,0.0064935065
194201,0.022276,2.53,2.06,-0.47,0.0022049532,0.9021113244,0.0089351822,0.0027,0.0247,0.0069,-0.0146,0.01,0.0129032258
194202,-0.017647,2.51,2.07,-0.44,0.0012608247,0.9260649278,0.0093501527,0.0025,0.0247,0.0011,-0.0144,0.00,0.0063694268
194203,-0.064068,2.45,2.04,-0.41,0.0031061137,1.0348638601,0.0101204616,0.0025,0.0244,0.0092,-0.0144,0.00,0.0126582278
194204,-0.037988,2.42,2.02,-0.41,0.0024409752,1.0802307289,0.0110048192,0.0032,0.0246,-0.0029,-0.0143,0.00,0.0062500000
194205,0.070339,2.50,2.10,-0.40,0.0015923892,1.0210150674,0.0105251730,0.0037,0.0243,0.0075,-0.0142,0.01,0.0124223602
194206,0.023544,2.53,2.14,-0.40,0.0012004676,0.9967098897,0.0101983055,0.0037,0.0244,0.0003,-0.0148,0.00,0.0000000000
194207,0.036031,2.58,2.18,-0.40,0.0020886578,0.9742716610,0.0084862716,0.0038,0.0244,0.0018,-0.0147,0.00,0.0061349693
194208,0.015346,2.61,2.20,-0.41,0.0006270321,0.9686824038,0.0071526483,0.0038,0.0244,0.0038,-0.0147,0.00,0.0060975610
194209,0.032449,2.66,2.24,-0.42,0.0004725220,0.9440014664,0.0062435384,0.0038,0.0244,0.0003,-0.0146,0.00,0.0000000000
194210,0.067867,2.74,2.27,-0.46,0.0012735961,0.9074889868,0.0044262784,0.0038,0.0244,0.0024,-0.0144,0.00,0.0121212121
194211,-0.004392,2.74,2.23,-0.51,0.0009920566,0.8995633188,0.0050957059,0.0038,0.0247,-0.0035,-0.0146,0.00,0.0059880240
194212,0.057537,2.81,2.25,-0.56,0.0007913905,0.8626465662,0.0018120043,0.0038,0.0246,0.0049,-0.0147,0.00,0.0059523810
194301,0.072434,2.88,2.31,-0.57,0.0007448683,0.8213061159,0.0020883053,0.0038,0.0245,0.0033,-0.0137,0.00,0.0000000000
194302,0.058503,2.93,2.34,-0.58,0.0008195966,0.7940790995,0.0025699914,0.0038,0.0246,-0.0005,-0.0131,0.00,0.0000000000
194303,0.059404,2.98,2.38,-0.60,0.0013687759,0.7834809988,0.0018918598,0.0038,0.0247,0.0009,-0.0125,0.00,0.0177514793
194304,0.003588,2.98,2.37,-0.60,0.0024921939,0.7897844700,0.0012510459,0.0038,0.0246,0.0048,-0.0120,0.00,0.0116279070
194305,0.052698,3.02,2.41,-0.61,0.0010895496,0.7578977192,0.0009461828,0.0038,0.0244,0.0050,-0.0117,0.00,0.0057471264
194306,0.021689,3.04,2.42,-0.62,0.0010691580,0.7462686567,0.0012001053,0.0038,0.0244,0.0018,-0.0116,0.00,0.0000000000
194307,-0.053092,2.98,2.37,-0.61,0.0024333612,0.7795992714,0.0178236432,0.0038,0.0245,-0.0001,-0.0112,0.00,-0.0057142857
194308,0.016232,2.98,2.38,-0.60,0.0017066360,0.7831942615,0.0139543192,0.0038,0.0245,0.0021,-0.0112,0.00,-0.0057471264
194309,0.027498,3.00,2.41,-0.59,0.0006080398,0.7636311733,0.0136934780,0.0038,0.0246,0.0011,-0.0114,0.00,0.0057803468
194310,-0.011650,2.98,2.45,-0.54,0.0007641571,0.7737363511,0.0168695396,0.0038,0.0247,0.0005,-0.0112,0.00,0.0000000000
194311,-0.067052,2.90,2.41,-0.49,0.0020016000,0.8258084433,0.0190809369,0.0038,0.0248,0.0000,-0.0112,0.00,0.0000000000
194312,0.070305,2.95,2.52,-0.43,0.0009885940,0.7874015748,0.0144225392,0.0038,0.0248,0.0018,-0.0108,0.00,0.0000000000
194401,0.018622,2.96,2.54,-0.42,0.0006398349,0.7787481805,0.0192532313,0.0038,0.0248,0.0021,-0.0104,0.00,0.0000000000
194402,0.006479,2.95,2.54,-0.41,0.0006426372,0.7850330154,0.0194938382,0.0038,0.0247,0.0032,-0.0098,0.00,0.0000000000
194403,0.021313,2.96,2.56,-0.41,0.0006364084,0.8138864880,0.0191453273,0.0038,0.0247,0.0021,-0.0096,0.00,0.0000000000
194404,-0.012427,2.95,2.55,-0.40,0.0007641629,0.8296013509,0.0200775934,0.0038,0.0248,0.0013,-0.0094,0.00,0.0057471264
194405,0.048841,2.98,2.59,-0.39,0.0004119055,0.7944319460,0.0183973570,0.0038,0.0247,0.0028,-0.0090,0.00,0.0000000000
194406,0.054574,3.03,2.65,-0.38,0.0007175889,0.7615581615,0.0182017700,0.0038,0.0248,0.0008,-0.0086,0.00,0.0057142857
194407,-0.019470,3.00,2.63,-0.37,0.0009396738,0.7733899117,0.0043229355,0.0038,0.0247,0.0036,-0.0085,0.00,0.0056818182
194408,0.014700,3.00,2.65,-0.35,0.0005599877,0.7687597796,0.0080697969,0.0038,0.0247,0.0027,-0.0084,0.00,0.0000000000
194409,-0.000692,2.99,2.65,-0.34,0.0011155149,0.7723327182,0.0089627545,0.0038,0.0247,0.0014,-0.0084,0.00,0.0000000000
194410,0.002435,2.99,2.64,-0.35,0.0006752183,0.7711731386,0.0065103663,0.0038,0.0247,0.0012,-0.0083,0.00,0.0000000000
194411,0.017327,3.00,2.64,-0.36,0.0004242975,0.7669856784,0.0057829454,0.0038,0.0247,0.0024,-0.0081,0.00,0.0000000000
194412,0.044778,3.03,2.66,-0.37,0.0008722726,0.7437635753,0.0190624465,0.0038,0.0246,0.0042,-0.0079,-0.01,0.0056497175
194501,0.011901,3.04,2.66,-0.38,0.0009244634,0.7353419666,0.0164538969,0.0038,0.0240,0.0127,-0.0077,0.01,0.0000000000
194502,0.069472,3.10,2.71,-0.38,0.0006548519,0.7044887781,0.0148360524,0.0038,0.0236,0.0077,-0.0076,0.00,0.0000000000
194503,-0.041685,3.04,2.65,-0.39,0.0018874417,0.7678826431,0.0159625278,0.0038,0.0236,0.0021,-0.0076,0.00,0.0000000000
194504,0.090524,3.13,2.72,-0.40,0.0013982781,0.7150628627,0.0150858689,0.0038,0.0228,0.0160,-0.0075,0.01,0.0000000000
194505,0.020041,3.14,2.72,-0.42,0.0009209599,0.7029114676,0.0197732119,0.0038,0.0226,0.0056,-0.0070,0.01,0.0056179775
194506,0.002380,3.14,2.71,-0.43,0.0008661648,0.7188430455,0.0194663167,0.0038,0.0217,0.0169,-0.0068,0.01,0.0111731844
194507,-0.021539,3.11,2.69,-0.42,0.0018141108,0.7263015717,0.0204374124,0.0038,0.0224,-0.0086,-0.0066,-0.01,0.0000000000
194508,0.059852,3.16,2.75,-0.41,0.0020966469,0.6787538011,0.0189451030,0.0038,0.0223,0.0026,-0.0065,0.00,0.0000000000
194509,0.046361,3.20,2.79,-0.41,0.0014385546,0.6568208317,0.0176069197,0.0038,0.0221,0.0054,-0.0062,0.00,0.0000000000
194510,0.030815,3.23,2.83,-0.40,0.0009811839,0.6339764202,0.0185809993,0.0038,0.0216,0.0104,-0.0058,0.01,0.0000000000
194511,0.044950,3.26,2.87,-0.39,0.0014482715,0.6178836310,0.0189340334,0.0038,0.0210,0.0125,-0.0053,0.01,0.0000000000
194512,0.011133,3.27,2.89,-0.37,0.0015383170,0.6132393344,0.0255252783,0.0038,0.0199,0.0194,-0.0049,0.01,0.0055248619
194601,0.069504,3.33,2.98,-0.34,0.0026451685,0.5780036156,0.0279694968,0.0038,0.0199,0.0025,-0.0047,-0.01,0.0000000000
194602,-0.065171,3.25,2.93,-0.31,0.0059424130,0.6223367878,0.0310909521,0.0038,0.0198,0.0032,-0.0047,0.00,-0.0054945055
194603,0.049118,3.28,3.00,-0.28,0.0014965734,0.6148526759,0.0311878756,0.0038,0.0198,0.0010,-0.0047,0.00,0.0110497238
194604,0.035748,3.32,3.06,-0.26,0.0010777341,0.5934129709,0.0313068280,0.0038,0.0207,-0.0135,-0.0050,-0.01,0.0054644809
194605,0.028785,3.34,3.10,-0.23,0.0012724951,0.5780101752,0.0319999197,0.0038,0.0209,-0.0012,-0.0051,0.00,0.0054347826
194606,-0.035289,3.30,3.09,-0.21,0.0014817412,0.5967318354,0.0335915715,0.0038,0.0206,0.0070,-0.0054,0.01,0.0108108108
194607,-0.027350,3.27,3.04,-0.23,0.0017038857,0.6087517365,0.0391749876,0.0038,0.0209,-0.0040,-0.0055,0.00,0.0588235294
194608,-0.068855,3.19,2.95,-0.24,0.0019801137,0.6485543633,0.0432676449,0.0038,0.0217,-0.0111,-0.0052,0.00,0.0202020202
194609,-0.104113,3.08,2.82,-0.25,0.0160250152,0.7116343812,0.0491119446,0.0038,0.0219,-0.0009,-0.0052,0.00,0.0099009901
194610,-0.005636,3.06,2.75,-0.31,0.0061160954,0.7253916642,0.0485974813,0.0038,0.0216,0.0074,-0.0055,0.01,0.0196078431
194611,-0.003801,3.04,2.68,-0.36,0.0039143490,0.7226999647,0.0480722812,0.0038,0.0220,-0.0054,-0.0058,0.00,0.0240384615
194612,0.046818,3.07,2.67,-0.40,0.0027155077,0.6924379233,0.0360760605,0.0038,0.0212,0.0145,-0.0056,0.00,0.0093896714
194701,0.022013,3.09,2.63,-0.46,0.0021117215,0.6800044336,0.0315384626,0.0038,0.0214,-0.0006,-0.0056,0.00,0.0000000000
194702,-0.008307,3.07,2.55,-0.52,0.0013641434,0.6858580212,0.0301026572,0.0038,0.0214,0.0021,-0.0057,0.00,0.0000000000
194703,-0.015008,3.05,2.48,-0.57,0.0024112826,0.7415349887,0.0310199797,0.0038,0.0213,0.0020,-0.0060,0.00,0.0186046512
194704,-0.039560,2.99,2.40,-0.59,0.0023073615,0.7700421941,0.0313459749,0.0038,0.0217,-0.0037,-0.0063,-0.01,0.0000000000
194705,-0.000990,2.96,2.35,-0.62,0.0025450853,0.7763663220,0.0258943070,0.0038,0.0216,0.0033,-0.0064,0.00,0.0000000000
194706,0.053991,3.00,2.36,-0.64,0.0019587785,0.7411167513,0.0264727428,0.0038,0.0216,0.0010,-0.0066,0.00,0.0045662100
194707,0.039572,3.02,2.37,-0.65,0.0019774476,0.7173272191,0.0206405097,0.0066,0.0214,0.0063,-0.0063,0.00,0.0090909091
194708,-0.023076,2.98,2.31,-0.66,0.0008243998,0.7346938776,0.0231767917,0.0075,0.0210,0.0081,-0.0061,0.02,0.0135135135
194709,-0.009928,2.95,2.28,-0.67,0.0013854969,0.7403233985,0.0240585500,0.0080,0.0213,-0.0044,-0.0062,0.01,0.0222222222
194710,0.020578,2.95,2.29,-0.67,0.0008695376,0.7227325230,0.0230185724,0.0085,0.0217,-0.0037,-0.0065,0.01,0.0000000000
194711,-0.017633,2.90,2.24,-0.66,0.0004759608,0.7319926466,0.0259081445,0.0092,0.0229,-0.0174,-0.0067,-0.01,0.0043478261
194712,0.030784,2.90,2.25,-0.65,0.0011073046,0.7253256790,0.0259215953,0.0095,0.0243,-0.0192,-0.0066,-0.02,0.0129870130
194801,-0.037743,2.86,2.19,-0.67,0.0010488640,0.7518883040,0.0277653867,0.0097,0.0243,0.0020,-0.0066,0.00,0.0128205128
194802,-0.040232,2.81,2.12,-0.68,0.0017556377,0.7877697842,0.0291344010,0.0100,0.0241,0.0046,-0.0068,0.00,-0.0084388186
194803,0.081440,2.88,2.18,-0.70,0.0020820213,0.8414221219,0.0271870255,0.0100,0.0241,0.0034,-0.0070,-0.01,-0.0042553191
194804,0.030821,2.90,2.17,-0.73,0.0005519692,0.8259930198,0.0274539336,0.0100,0.0239,0.0045,-0.0069,0.00,0.0170940171
194805,0.084014,2.98,2.22,-0.76,0.0014527575,0.7816923561,0.0255781215,0.0100,0.0231,0.0141,-0.0062,0.01,0.0042016807
194806,0.007665,2.98,2.20,-0.78,0.0009070567,0.7869735036,0.0238936692,0.0100,0.0238,-0.0084,-0.0058,0.00,0.0083682008
194807,-0.052296,2.92,2.11,-0.81,0.0027669911,0.8222577621,0.0221793200,0.0100,0.0241,-0.0021,-0.0056,0.00,0.0124481328
194808,0.015539,2.92,2.08,-0.84,0.0011851393,0.8205382202,0.0192268027,0.0106,0.0242,0.0001,-0.0060,-0.01,0.0040983607
194809,-0.027016,2.88,2.01,-0.87,0.0023955016,0.8362310712,0.0191280822,0.0109,0.0242,0.0014,-0.0061,0.00,0.0000000000
194810,0.070041,2.92,2.04,-0.88,0.0008275633,0.7919056724,0.0181337410,0.0112,0.0243,0.0007,-0.0066,0.00,-0.0040816327
194811,-0.098332,2.79,1.90,-0.89,0.0061589031,0.8709112150,0.0177915373,0.0114,0.0239,0.0076,-0.0069,0.00,-0.0081967213
194812,0.035952,2.79,1.89,-0.90,0.0009674050,0.8409475465,0.0150145541,0.0116,0.0237,0.0056,-0.0074,-0.01,-0.0041322314
194901,0.002676,2.78,1.88,-0.90,0.0013129862,0.8324028584,0.0132976714,0.0117,0.0233,0.0082,-0.0075,0.00,-0.0041493776
194902,-0.031639,2.72,1.83,-0.89,0.0014096786,0.8615509072,0.0172190437,0.0117,0.0231,0.0049,-0.0074,0.00,-0.0083333333
194903,0.033981,2.73,1.84,-0.89,0.0011208941,0.9017504235,0.0146589662,0.0117,0.0227,0.0074,-0.0077,0.01,0.0000000000
194904,-0.018691,2.70,1.82,-0.88,0.0004992706,0.9174997127,0.0152887455,0.0117,0.0227,0.0011,-0.0075,0.00,0.0042016807
194905,-0.029423,2.65,1.78,-0.87,0.0010076601,0.9485626039,0.0169014375,0.0117,0.0227,0.0019,-0.0074,0.00,-0.0041841004
194906,0.001744,2.63,1.77,-0.86,0.0016978117,0.9538884243,0.0168124176,0.0117,0.0217,0.0167,-0.0076,0.01,0.0042016807
194907,0.062732,2.68,1.84,-0.85,0.0006408809,0.9077989995,0.0195114004,0.0102,0.0216,0.0033,-0.0079,-0.01,-0.0083682008
194908,0.021800,2.69,1.85,-0.84,0.0010735364,0.8938766372,0.0194408008,0.0104,0.0210,0.0111,-0.0078,0.01,0.0042194093
194909,0.027415,2.71,1.87,-0.83,0.0015475937,0.8750205468,0.0233434075,0.0107,0.0212,-0.0011,-0.0077,0.00,0.0042016807
194910,0.029780,2.70,1.91,-0.79,0.0006135020,0.8425662129,0.0222332996,0.0105,0.0212,0.0019,-0.0075,0.00,-0.0083682008
194911,0.020738,2.67,1.92,-0.75,0.0009088615,0.8337248760,0.0236431599,0.0108,0.0212,0.0021,-0.0075,0.00,0.0042194093
194912,0.050984,2.69,1.98,-0.71,0.0004732395,0.7964292839,0.0271755847,0.0110,0.0209,0.0052,-0.0073,0.02,-0.0084033613
195001,0.019703,2.70,1.99,-0.71,0.0009891530,0.7914168195,0.0271022330,0.0107,0.0215,-0.0061,-0.0067,-0.01,-0.0042372881
195002,0.019603,2.70,1.99,-0.71,0.0004260143,0.7849980338,0.0254916448,0.0112,0.0214,0.0021,-0.0066,0.00,0.0000000000
195003,0.008185,2.69,1.99,-0.71,0.0006243025,0.8255277845,0.0292913420,0.0112,0.0215,0.0008,-0.0066,0.00,0.0042553191
195004,0.045887,2.73,2.01,-0.72,0.0007140107,0.7964974714,0.0263975189,0.0115,0.0214,0.0030,-0.0063,0.00,0.0000000000
195005,0.046902,2.76,2.02,-0.74,0.0006412630,0.7613463432,0.0285722636,0.0116,0.0213,0.0033,-0.0064,0.00,0.0042372881
195006,-0.054224,2.69,1.94,-0.75,0.0058557165,0.8134474678,0.0303966588,0.0115,0.0216,-0.0025,-0.0066,0.00,0.0042194093
195007,0.016981,2.66,1.93,-0.74,0.0031102500,0.8123209169,0.0301173474,0.0116,0.0214,0.0055,-0.0067,0.00,0.0126050420
195008,0.048063,2.66,1.94,-0.73,0.0010756051,0.7843408494,0.0295508723,0.0120,0.0214,0.0014,-0.0062,0.00,0.0082987552
195009,0.059466,2.68,1.97,-0.72,0.0013183730,0.7514578547,0.0259142089,0.0130,0.0220,-0.0072,-0.0057,0.00,0.0041152263
195010,0.005084,2.65,1.96,-0.70,0.0017594065,0.7559664015,0.0273410383,0.0131,0.0225,-0.0048,-0.0055,0.00,0.0081967213
195011,0.022430,2.62,1.94,-0.68,0.0024576730,0.7473637961,0.0255401327,0.0136,0.0224,0.0035,-0.0055,0.00,0.0040650407
195012,0.055425,2.63,1.97,-0.66,0.0024895409,0.7225384419,0.0313582559,0.0134,0.0224,0.0016,-0.0053,0.00,0.0121457490
195101,0.065105,2.68,2.03,-0.65,0.0017046886,0.6835992445,0.0300450784,0.0134,0.0221,0.0058,-0.0051,0.00,0.0160000000
195102,0.014546,2.67,2.04,-0.63,0.0006506440,0.6748660980,0.0311200524,0.0136,0.0228,-0.0074,-0.0050,0.00,0.0118110236
195103,-0.017484,2.64,2.02,-0.62,0.0012276649,0.7813946002,0.0326867713,0.0140,0.0241,-0.0157,-0.0045,0.01,0.0038910506
195104,0.049108,2.68,2.08,-0.60,0.0008481981,0.7494307876,0.0320924792,0.0147,0.0248,-0.0063,-0.0048,-0.01,0.0000000000
195105,-0.029979,2.63,2.05,-0.58,0.0014074200,0.7778890447,0.0306750269,0.0155,0.0254,-0.0069,-0.0051,-0.01,0.0038759690
195106,-0.025848,2.60,2.04,-0.56,0.0011367733,0.8003626772,0.0363411209,0.0145,0.0259,-0.0062,-0.0055,0.00,0.0000000000
195107,0.070935,2.67,2.13,-0.54,0.0014082079,0.7531218491,0.0325985964,0.0156,0.0252,0.0138,-0.0059,-0.01,0.0000000000
195108,0.050220,2.72,2.20,-0.52,0.0005817795,0.7185938945,0.0303211996,0.0162,0.0246,0.0099,-0.0062,0.00,0.0000000000
195109,0.002868,2.73,2.23,-0.50,0.0002547690,0.7161823278,0.0287995059,0.0163,0.0253,-0.0080,-0.0062,0.00,0.0077220077
195110,-0.013321,2.74,2.22,-0.52,0.0015110763,0.7402325138,0.0291442552,0.0154,0.0254,0.0010,-0.0061,0.02,0.0038314176
195111,0.011388,2.76,2.23,-0.53,0.0010239817,0.7432923795,0.0316209665,0.0156,0.0264,-0.0136,-0.0060,-0.01,0.0076335878
195112,0.041815,2.82,2.28,-0.55,0.0004270364,0.7213163466,0.0361507878,0.0173,0.0269,-0.0061,-0.0060,-0.01,0.0037878788
195201,0.017768,2.84,2.30,-0.54,0.0005384211,0.7174258377,0.0351506982,0.0157,0.0268,0.0028,-0.0061,-0.02,0.0000000000
195202,-0.025241,2.80,2.27,-0.53,0.0009316010,0.7466933251,0.0348717046,0.0154,0.0269,0.0014,-0.0060,0.01,-0.0075471698
195203,0.052805,2.84,2.32,-0.52,0.0006318152,0.7518741186,0.0320941367,0.0159,0.0263,0.0111,-0.0055,0.00,0.0000000000
195204,-0.041423,2.79,2.28,-0.51,0.0008078353,0.7863990995,0.0332314494,0.0157,0.0254,0.0171,-0.0057,0.02,0.0038022814
195205,0.033698,2.81,2.31,-0.49,0.0005264526,0.7705179889,0.0321491207,0.0167,0.0257,-0.0033,-0.0056,-0.01,0.0000000000
195206,0.047832,2.85,2.37,-0.48,0.0003252706,0.7387150879,0.0277312703,0.0170,0.0259,0.0003,-0.0056,0.00,0.0037878788
195207,0.019129,2.86,2.38,-0.48,0.0003448818,0.7247102590,0.0279228246,0.0181,0.0261,-0.0020,-0.0055,0.00,0.0075471698
195208,-0.005674,2.85,2.36,-0.48,0.0002895367,0.7366201280,0.0280428787,0.0183,0.0267,-0.0070,-0.0057,-0.01,0.0000000000
195209,-0.018085,2.83,2.34,-0.49,0.0004411726,0.7486789106,0.0310380550,0.0171,0.0277,-0.0130,-0.0057,-0.01,0.0000000000
195210,0.000320,2.84,2.34,-0.50,0.0010262180,0.7525164358,0.0299273118,0.0174,0.0269,0.0148,-0.0053,0.01,0.0000000000
195211,0.061382,2.89,2.38,-0.52,0.0004590891,0.7142353522,0.0265501524,0.0185,0.0272,-0.0015,-0.0055,-0.01,0.0000000000
195212,0.038215,2.94,2.40,-0.53,0.0002677175,0.6940733128,0.0265347164,0.0209,0.0279,-0.0086,-0.0054,0.00,0.0000000000
195301,-0.006207,2.93,2.39,-0.54,0.0004009589,0.6991752079,0.0259340350,0.0196,0.0279,0.0012,-0.0049,0.01,-0.0037453184
195302,-0.007540,2.91,2.37,-0.54,0.0004906637,0.7127027122,0.0265154910,0.0197,0.0287,-0.0087,-0.0046,0.00,-0.0037593985
195303,-0.022288,2.89,2.34,-0.54,0.0006826525,0.7624968735,0.0240133528,0.0201,0.0294,-0.0088,-0.0045,-0.01,0.0037735849
195304,-0.025308,2.86,2.30,-0.55,0.0012715949,0.7767060965,0.0262931544,0.0219,0.0303,-0.0105,-0.0042,0.01,0.0000000000
195305,0.007401,2.85,2.29,-0.56,0.0005931666,0.7837520200,0.0272255790,0.0216,0.0314,-0.0148,-0.0044,-0.01,0.0037593985
195306,-0.014266,2.83,2.26,-0.57,0.0011056921,0.7954969060,0.0274618998,0.0211,0.0301,0.0223,-0.0046,0.01,0.0037453184
195307,0.026314,2.86,2.28,-0.57,0.0005810146,0.7749291888,0.0261518703,0.0204,0.0301,0.0039,-0.0058,-0.01,0.0000000000
195308,-0.050101,2.80,2.22,-0.58,0.0006814738,0.8169359161,0.0280870247,0.0204,0.0303,-0.0008,-0.0061,0.01,0.0037313433
195309,0.002187,2.80,2.21,-0.59,0.0011056426,0.8082108771,0.0258766059,0.0179,0.0284,0.0299,-0.0059,0.00,0.0000000000
195310,0.051046,2.84,2.27,-0.57,0.0005728518,0.7737210398,0.0246952319,0.0138,0.0281,0.0074,-0.0066,-0.02,0.0037174721
195311,0.023763,2.84,2.28,-0.56,0.0003764983,0.7584319579,0.0257980017,0.0144,0.0286,-0.0049,-0.0064,0.00,-0.0037037037
195312,0.001713,2.84,2.29,-0.55,0.0004172689,0.7597009612,0.0248222723,0.0160,0.0274,0.0206,-0.0061,0.00,0.0000000000
195401,0.053486,2.89,2.34,-0.55,0.0004982249,0.7298471220,0.0233833396,0.0118,0.0291,0.0089,-0.0065,0.00,0.0000000000
195402,0.012916,2.88,2.33,-0.55,0.0003407126,0.7245195899,0.0225625653,0.0097,0.0279,0.0240,-0.0066,0.00,0.0000000000
195403,0.030530,2.91,2.36,-0.55,0.0003565486,0.8049158183,0.0220934760,0.0103,0.0278,0.0058,-0.0065,0.00,0.0000000000
195404,0.048358,2.96,2.40,-0.56,0.0007307019,0.7650393010,0.0208562332,0.0097,0.0273,0.0104,-0.0062,0.01,-0.0037174721
195405,0.042777,3.00,2.42,-0.58,0.0004298532,0.7459769764,0.0184925878,0.0076,0.0279,-0.0087,-0.0059,0.00,0.0037313433
195406,0.002467,3.00,2.41,-0.59,0.0009354285,0.7324678440,0.0183574190,0.0064,0.0272,0.0163,-0.0059,0.01,0.0000000000
195407,0.058701,3.05,2.47,-0.59,0.0006133067,0.7021729133,0.0177074723,0.0072,0.0266,0.0134,-0.0061,0.01,0.0000000000
195408,-0.025894,3.01,2.43,-0.59,0.0011449666,0.7275163788,0.0175275314,0.0092,0.0269,-0.0036,-0.0062,-0.01,0.0000000000
195409,0.082500,3.09,2.51,-0.58,0.0006917895,0.6777451035,0.0168841886,0.0101,0.0271,-0.0010,-0.0058,-0.01,-0.0037174721
195410,-0.017867,3.05,2.47,-0.58,0.0004991744,0.6937581644,0.0175796112,0.0098,0.0271,0.0006,-0.0059,0.00,0.0000000000
195411,0.095774,3.12,2.53,-0.59,0.0012668257,0.6316415441,0.0141532190,0.0093,0.0274,-0.0025,-0.0056,-0.01,0.0000000000
195412,0.054288,3.15,2.56,-0.59,0.0008822810,0.6041197854,0.0269928125,0.0115,0.0272,0.0064,-0.0055,0.00,-0.0037313433
195501,0.018076,3.16,2.56,-0.61,0.0025173979,0.5975588876,0.0264122091,0.0122,0.0286,-0.0241,-0.0052,-0.01,0.0000000000
195502,0.013526,3.16,2.54,-0.62,0.0006040311,0.5931483235,0.0280446533,0.0117,0.0292,-0.0078,-0.0054,0.00,0.0000000000
195503,-0.002242,3.15,2.51,-0.64,0.0024825482,0.6077617769,0.0279683419,0.0128,0.0288,0.0087,-0.0046,0.00,0.0000000000
195504,0.039843,3.19,2.52,-0.67,0.0006280503,0.5849876659,0.0265096789,0.0159,0.0290,0.0001,-0.0048,0.00,0.0000000000
195505,0.006433,3.19,2.49,-0.69,0.0007450734,0.5860754131,0.0254187153,0.0145,0.0287,0.0073,-0.0046,0.01,0.0000000000
195506,0.081300,3.26,2.54,-0.72,0.0006457441,0.5516416323,0.0253639323,0.0141,0.0293,-0.0076,-0.0046,-0.01,0.0000000000
195507,0.057646,3.31,2.58,-0.73,0.0020821185,0.5345068155,0.0247604416,0.0160,0.0300,-0.0102,-0.0046,-0.01,0.0037453184
195508,-0.000648,3.29,2.55,-0.74,0.0011204036,0.5318467256,0.0266710626,0.0190,0.0301,0.0004,-0.0045,0.00,0.0000000000
195509,0.011286,3.29,2.54,-0.75,0.0057110808,0.5336247911,0.0256339808,0.0207,0.0298,0.0073,-0.0046,0.00,0.0037313433
195510,-0.030468,3.26,2.49,-0.77,0.0026798958,0.5474091499,0.0251006866,0.0223,0.0292,0.0144,-0.0049,0.01,0.0000000000
195511,0.087825,3.33,2.55,-0.78,0.0019291618,0.5152505897,0.0260337027,0.0224,0.0295,-0.0045,-0.0048,0.00,0.0000000000
195512,-0.000309,3.32,2.53,-0.79,0.0004747032,0.5098280098,0.0252445499,0.0254,0.0295,0.0037,-0.0047,0.00,-0.0037174721
195601,-0.035057,3.27,2.49,-0.78,0.0011799841,0.5289544122,0.0264244771,0.0241,0.0292,0.0083,-0.0049,0.00,0.0000000000
195602,0.041397,3.28,2.51,-0.77,0.0011001472,0.5148351080,0.0241653443,0.0232,0.0293,-0.0002,-0.0050,0.00,0.0000000000
195603,0.070328,3.33,2.58,-0.76,0.0010088558,0.5310771996,0.0266950684,0.0225,0.0303,-0.0149,-0.0050,0.00,0.0000000000
195604,-0.000637,3.32,2.58,-0.74,0.0008148994,0.5266217159,0.0262137487,0.0260,0.0311,-0.0113,-0.0044,0.00,0.0037313433
195605,-0.058414,3.24,2.52,-0.71,0.0018364287,0.5685597741,0.0293029826,0.0261,0.0299,0.0225,-0.0045,0.02,0.0037174721
195606,0.038910,3.26,2.57,-0.69,0.0010370449,0.5515645927,0.0256715221,0.0249,0.0299,0.0027,-0.0050,0.00,0.0074074074
195607,0.051427,3.30,2.63,-0.67,0.0004955763,0.5249029567,0.0247536062,0.0231,0.0313,-0.0209,-0.0052,-0.01,0.0073529412
195608,-0.032788,3.26,2.61,-0.65,0.0012354053,0.5413911242,0.0238114833,0.0260,0.0325,-0.0187,-0.0050,0.00,-0.0036496350
195609,-0.044022,3.20,2.57,-0.63,0.0007877794,0.5719095213,0.0293619492,0.0284,0.0324,0.0050,-0.0051,0.00,0.0036630037
195610,0.006619,3.23,2.58,-0.64,0.0016420105,0.5664270084,0.0294573217,0.0290,0.0329,-0.0054,-0.0058,0.01,0.0036496350
