yyyymm,Y,LDP,LEP,DE,svar,bm,ntis,tbl,lty,ltr,dfy,dfr,infl
197204,0.005476,3.56,2.91,-0.65,0.0003833915,0.6367838016,0.0324918322,0.0371,0.0615,0.0027,-0.0094,0.00,0.0024154589
197205,0.022019,3.57,2.92,-0.66,0.0007690517,0.6324423349,0.0306570665,0.0369,0.0597,0.0270,-0.0093,0.01,0.0024096386
197206,-0.020156,3.55,2.89,-0.67,0.0003653522,0.6540154785,0.0341993895,0.0391,0.0607,-0.0065,-0.0097,0.00,0.0024038462
197207,0.003245,3.55,2.88,-0.67,0.0005954870,0.6570495491,0.0333250925,0.0398,0.0593,0.0216,-0.0102,0.02,0.0047961631
197208,0.039425,3.59,2.90,-0.68,0.0005949987,0.6304670395,0.0318487846,0.0402,0.0595,0.0029,-0.0100,0.00,0.0023866348
197209,-0.003277,3.58,2.89,-0.69,0.0004657121,0.6373850011,0.0328697745,0.0466,0.0606,-0.0083,-0.0087,-0.01,0.0023809524
197210,0.010878,3.58,2.88,-0.70,0.0008582678,0.6358841259,0.0323534438,0.0474,0.0591,0.0234,-0.0085,0.01,0.0047505938
197211,0.050297,3.62,2.91,-0.70,0.0004884564,0.5967334833,0.0309522498,0.0478,0.0577,0.0226,-0.0087,0.00,0.0023640662
197212,0.013663,3.62,2.91,-0.71,0.0005171710,0.5956745946,0.0342034837,0.0507,0.0599,-0.0229,-0.0085,-0.02,0.0023584906
197301,-0.016752,3.60,2.87,-0.73,0.0005156042,0.6081960321,0.0356473121,0.0541,0.0685,-0.0321,-0.0075,-0.03,0.0023529412
197302,-0.033818,3.56,2.82,-0.75,0.0012645944,0.6361837352,0.0362998670,0.0560,0.0688,0.0014,-0.0075,0.00,0.0070422535
197303,-0.001093,3.56,2.80,-0.76,0.0015575644,0.6760181281,0.0367061493,0.0609,0.0686,0.0082,-0.0074,0.00,0.0093240093
197304,-0.040064,3.51,2.73,-0.78,0.0015175398,0.6977198485,0.0378332368,0.0626,0.0687,0.0046,-0.0083,0.00,0.0069284065
197305,-0.013950,3.49,2.70,-0.79,0.0030775217,0.7132159617,0.0396022163,0.0636,0.0703,-0.0105,-0.0077,-0.01,0.0068807339
197306,-0.005178,3.48,2.67,-0.81,0.0021646025,0.7209743078,0.0390133985,0.0719,0.0710,-0.0021,-0.0076,0.00,0.0068337130
197307,0.039128,3.51,2.68,-0.82,0.0018680136,0.6939766839,0.0373500626,0.0801,0.0760,-0.0433,-0.0079,0.00,0.0022624434
197308,-0.031544,3.47,2.63,-0.84,0.0010958834,0.7243372354,0.0373887675,0.0867,0.0728,0.0391,-0.0085,0.00,0.0180586907
197309,0.042219,3.50,2.65,-0.86,0.0009345578,0.6788089959,0.0343612257,0.0829,0.0703,0.0318,-0.0100,0.00,0.0022172949
197310,0.000312,3.49,2.62,-0.86,0.0013447449,0.6720817914,0.0346603301,0.0722,0.0689,0.0215,-0.0081,0.03,0.0088495575
197311,-0.107220,3.36,2.48,-0.87,0.0043697483,0.7818789906,0.0387363392,0.0783,0.0712,-0.0183,-0.0075,-0.03,0.0065789474
197312,0.017971,3.36,2.48,-0.88,0.0053583380,0.7555884634,0.0130073951,0.0745,0.0726,-0.0082,-0.0080,0.00,0.0065359477
197401,-0.008120,3.35,2.46,-0.88,0.0034094717,0.7514464380,0.0116267491,0.0777,0.0740,-0.0083,-0.0065,0.00,0.0086580087
197402,0.001992,3.34,2.45,-0.89,0.0018780077,0.7470977188,0.0109186477,0.0712,0.0748,-0.0024,-0.0068,0.00,0.0128755365
197403,-0.021818,3.31,2.42,-0.89,0.0016936350,0.8151840129,0.0103999361,0.0796,0.0783,-0.0292,-0.0061,0.00,0.0127118644
197404,-0.037649,3.26,2.36,-0.90,0.0017291765,0.8248580819,0.0096574913,0.0833,0.0816,-0.0253,-0.0062,0.01,0.0041841004
197405,-0.026896,3.22,2.32,-0.91,0.0020987464,0.8604161213,0.0092469234,0.0823,0.0810,0.0123,-0.0068,0.00,0.0125000000
197406,-0.012816,3.20,2.29,-0.92,0.0023003694,0.8601587717,0.0080281695,0.0790,0.0812,0.0045,-0.0080,0.03,0.0082304527
197407,-0.076698,3.11,2.19,-0.92,0.0049175157,0.9112393224,0.0068388852,0.0755,0.0823,-0.0029,-0.0076,0.02,0.0081632653
197408,-0.082177,3.01,2.08,-0.93,0.0047910264,1.0171239942,0.0065552244,0.0896,0.0855,-0.0232,-0.0077,0.00,0.0121457490
197409,-0.117511,2.87,1.94,-0.93,0.0078117125,1.1354401435,0.0051374792,0.0806,0.0837,0.0247,-0.0094,0.01,0.0120000000
197410,0.168113,3.02,2.10,-0.92,0.0100849480,1.0370837841,0.0036384075,0.0746,0.0795,0.0489,-0.0121,-0.04,0.0098814229
197411,-0.045688,2.97,2.05,-0.91,0.0035137990,1.1156370220,0.0078146012,0.0747,0.0771,0.0295,-0.0171,0.02,0.0078277886
197412,-0.018021,2.95,2.04,-0.90,0.0038144275,1.1200181747,0.0087715740,0.0715,0.0760,0.0171,-0.0174,0.02,0.0077669903
197501,0.123610,3.06,2.18,-0.88,0.0040172082,0.9808296267,0.0085104486,0.0626,0.0796,0.0225,-0.0198,-0.04,0.0038535645
197502,0.067460,3.11,2.25,-0.86,0.0021790299,0.9339016305,0.0116523318,0.0550,0.0788,0.0131,-0.0203,0.00,0.0076775432
197503,0.024014,3.12,2.29,-0.83,0.0024026153,0.9724663152,0.0204669502,0.0549,0.0824,-0.0267,-0.0181,0.00,0.0038095238
197504,0.049424,3.17,2.35,-0.81,0.0023137776,0.9094893710,0.0224962245,0.0561,0.0852,-0.0182,-0.0163,-0.01,0.0037950664
197505,0.051193,3.21,2.42,-0.79,0.0018071722,0.8975236997,0.0229537717,0.0523,0.0836,0.0212,-0.0179,0.01,0.0056710775
197506,0.046220,3.24,2.48,-0.76,0.0013533555,0.8498390198,0.0229616961,0.0534,0.0813,0.0292,-0.0185,0.00,0.0075187970
197507,-0.065504,3.17,2.42,-0.75,0.0012444037,0.8983656240,0.0256278961,0.0613,0.0829,-0.0087,-0.0171,-0.01,0.0111940299
197508,-0.015663,3.15,2.41,-0.75,0.0023431364,0.8942466541,0.0263663778,0.0644,0.0844,-0.0068,-0.0164,0.01,0.0018450185
197509,-0.032250,3.12,2.38,-0.74,0.0023046248,0.9409482541,0.0279195234,0.0642,0.0862,-0.0098,-0.0166,0.00,0.0055248619
197510,0.064855,3.18,2.43,-0.75,0.0021545816,0.8934979188,0.0258984580,0.0596,0.0819,0.0475,-0.0176,-0.01,0.0054945055
197511,0.030089,3.21,2.45,-0.76,0.0008126854,0.8679284743,0.0246224796,0.0548,0.0838,-0.0109,-0.0178,0.00,0.0072859745
197512,-0.010485,3.20,2.43,-0.77,0.0013307999,0.8763388510,0.0237119656,0.0544,0.0805,0.0390,-0.0177,-0.01,0.0036166365
197601,0.120143,3.31,2.51,-0.80,0.0019782826,0.7659338857,0.0218521822,0.0487,0.0802,0.0090,-0.0181,-0.01,0.0018018018
197602,-0.005756,3.30,2.47,-0.83,0.0012214388,0.7680365203,0.0222330928,0.0488,0.0802,0.0062,-0.0169,0.00,0.0035971223
197603,0.032640,3.33,2.47,-0.85,0.0012657161,0.7840312172,0.0150721313,0.0500,0.0792,0.0166,-0.0160,0.00,0.0017921147
197604,-0.009610,3.31,2.44,-0.87,0.0010071323,0.7860761398,0.0142394847,0.0486,0.0797,0.0018,-0.0154,0.00,0.0035778175
197605,-0.008116,3.29,2.40,-0.88,0.0009364703,0.8035027635,0.0141483212,0.0520,0.0821,-0.0158,-0.0128,-0.01,0.0071301248
197606,0.043959,3.32,2.42,-0.90,0.0009715815,0.7814276312,0.0189250313,0.0541,0.0807,0.0208,-0.0127,0.01,0.0053097345
197607,-0.007202,3.31,2.40,-0.90,0.0004871522,0.7958238544,0.0188427707,0.0523,0.0805,0.0078,-0.0126,-0.01,0.0052816901
197608,0.001599,3.29,2.39,-0.91,0.0007445224,0.8047322694,0.0206295275,0.0514,0.0790,0.0211,-0.0119,0.00,0.0052539405
197609,0.024421,3.31,2.40,-0.91,0.0008906883,0.7913632737,0.0237826575,0.0508,0.0781,0.0145,-0.0102,0.00,0.0034843206
197610,-0.020211,3.27,2.36,-0.90,0.0012699930,0.8120796327,0.0255691262,0.0492,0.0779,0.0084,-0.0097,0.00,0.0052083333
197611,-0.001041,3.24,2.34,-0.90,0.0011179253,0.8272629379,0.0278954289,0.0475,0.0749,0.0339,-0.0098,0.00,0.0017271157
197612,0.053775,3.28,2.38,-0.89,0.0005762273,0.7799731250,0.0285665543,0.0435,0.0721,0.0327,-0.0114,0.00,0.0034482759
197701,-0.049654,3.22,2.33,-0.89,0.0006956300,0.8210652053,0.0295997969,0.0462,0.0764,-0.0388,-0.0112,-0.01,0.0051546392
197702,-0.015638,3.18,2.30,-0.88,0.0003346756,0.8368039982,0.0279702171,0.0467,0.0775,-0.0049,-0.0108,0.00,0.0102564103
197703,-0.012502,3.16,2.28,-0.88,0.0006657328,0.8684299283,0.0303383572,0.0460,0.0772,0.0091,-0.0102,0.00,0.0067681895
197704,0.000641,3.14,2.27,-0.88,0.0009848511,0.8611500701,0.0311400296,0.0454,0.0771,0.0071,-0.0103,0.00,0.0084033613
197705,-0.015064,3.11,2.23,-0.87,0.0006348018,0.8882113369,0.0353154695,0.0496,0.0765,0.0125,-0.0096,0.00,0.0050000000
197706,0.047776,3.14,2.27,-0.87,0.0005633646,0.8711120812,0.0319410996,0.0502,0.0754,0.0164,-0.0096,0.00,0.0066334992
197707,-0.015453,3.11,2.24,-0.87,0.0005947080,0.8967833991,0.0331818370,0.0519,0.0768,-0.0070,-0.0093,-0.01,0.0049423394
197708,-0.012310,3.08,2.21,-0.87,0.0005824464,0.9265342604,0.0337503868,0.0549,0.0754,0.0198,-0.0084,0.01,0.0032786885
197709,-0.000825,3.07,2.20,-0.87,0.0004631961,0.9422625161,0.0323675866,0.0581,0.0764,-0.0029,-0.0088,0.00,0.0032679739
197710,-0.041984,3.01,2.15,-0.86,0.0007261726,0.9753772836,0.0327751368,0.0616,0.0781,-0.0093,-0.0085,-0.01,0.0032573290
197711,0.036752,3.02,2.17,-0.85,0.0013875470,0.9620344703,0.0292167295,0.0610,0.0777,0.0093,-0.0087,0.00,0.0048701299
197712,0.005570,3.01,2.17,-0.85,0.0006266271,0.9603330245,0.0304753992,0.0607,0.0803,-0.0168,-0.0080,-0.01,0.0032310178
197801,-0.060643,2.94,2.10,-0.84,0.0009080501,1.0367310889,0.0288142482,0.0644,0.0816,-0.0080,-0.0076,0.00,0.0064412238
197802,-0.016260,2.91,2.08,-0.83,0.0006698948,1.0755672937,0.0311689879,0.0645,0.0822,0.0004,-0.0073,0.00,0.0064000000
197803,0.026925,2.92,2.10,-0.82,0.0006228568,1.1114925531,0.0275695984,0.0629,0.0831,-0.0021,-0.0075,-0.01,0.0079491256
197804,0.088964,3.00,2.17,-0.82,0.0017411810,1.0053504037,0.0229459889,0.0629,0.0838,-0.0005,-0.0076,0.00,0.0078864353
197805,0.013719,2.99,2.17,-0.83,0.0010850552,1.0014156386,0.0165594591,0.0641,0.0852,-0.0058,-0.0080,0.01,0.0093896714
197806,-0.016578,2.97,2.14,-0.83,0.0010274141,1.0279015813,0.0165234648,0.0673,0.0865,-0.0062,-0.0084,-0.01,0.0108527132
197807,0.056974,3.01,2.18,-0.83,0.0008499296,0.9762603361,0.0146714141,0.0701,0.0858,0.0143,-0.0072,0.00,0.0076687117
197808,0.033641,3.03,2.20,-0.83,0.0010022377,0.9600602176,0.0120027078,0.0708,0.0843,0.0218,-0.0079,0.00,0.0045662100
197809,-0.005163,3.02,2.18,-0.83,0.0009479772,0.9722575131,0.0127039061,0.0785,0.0860,-0.0106,-0.0073,-0.01,0.0075757576
197810,-0.089570,2.92,2.06,-0.85,0.0021000234,1.0622752224,0.0143505524,0.0799,0.0889,-0.0200,-0.0070,0.00,0.0090225564
197811,0.026771,2.93,2.06,-0.87,0.0031808890,1.0535274020,0.0140892722,0.0864,0.0877,0.0189,-0.0080,0.01,0.0044709389
197812,0.016627,2.94,2.05,-0.89,0.0016656300,1.0457012956,0.0148505522,0.0908,0.0898,-0.0130,-0.0078,0.00,0.0044510386
197901,0.042697,2.97,2.07,-0.91,0.0010011132,1.0030742833,0.0143875325,0.0935,0.0886,0.0191,-0.0088,0.00,0.0088626292
197902,-0.028649,2.93,2.00,-0.92,0.0008140809,1.0407754507,0.0122277102,0.0932,0.0908,-0.0135,-0.0082,0.00,0.0117130307
197903,0.057361,2.97,2.03,-0.94,0.0008007332,1.0330789394,0.0116703077,0.0948,0.0902,0.0129,-0.0089,0.00,0.0101302460
197904,0.004183,2.97,2.02,-0.95,0.0006468352,1.0418762428,0.0115703138,0.0946,0.0922,-0.0112,-0.0095,-0.01,0.0114613181
197905,-0.016818,2.93,1.97,-0.95,0.0009242270,1.0831418044,0.0141831592,0.0961,0.0903,0.0261,-0.0097,0.00,0.0127478754
197906,0.040324,2.96,2.00,-0.96,0.0005714810,1.0578636072,0.0120683771,0.0906,0.0877,0.0311,-0.0109,0.00,0.0111888112
197907,0.012051,2.96,1.99,-0.97,0.0007076848,1.0523144538,0.0096782476,0.0924,0.0895,-0.0085,-0.0109,-0.01,0.0110650069
197908,0.061865,3.00,2.03,-0.97,0.0005064798,1.0034586483,0.0115690793,0.0952,0.0907,-0.0035,-0.0112,0.00,0.0095759234
197909,0.001416,2.99,2.01,-0.98,0.0012330663,1.0137949874,0.0094039237,0.1026,0.0927,-0.0122,-0.0110,0.01,0.0108401084
197910,-0.065560,2.91,1.93,-0.97,0.0025892994,1.0919455682,0.0102095448,0.1170,0.1034,-0.0841,-0.0127,0.00,0.0080428954
197911,0.052777,2.94,1.97,-0.97,0.0015583806,1.0831154618,0.0107786938,0.1179,0.1009,0.0311,-0.0123,0.01,0.0093085106
197912,0.018340,2.95,1.98,-0.97,0.0004696422,1.0619500680,0.0105144647,0.1204,0.1012,0.0057,-0.0132,0.02,0.0105401845
198001,0.061308,3.00,2.03,-0.97,0.0019064055,1.0169549580,0.0112974707,0.1200,0.1114,-0.0741,-0.0133,-0.01,0.0143415906
198002,0.002611,2.98,2.02,-0.97,0.0018976181,1.0319299303,0.0108271852,0.1286,0.1186,-0.0467,-0.0119,0.02,0.0141388175
198003,-0.097518,2.87,1.90,-0.97,0.0046218942,1.0937321031,0.0118774451,0.1520,0.1239,-0.0315,-0.0149,-0.03,0.0152091255
198004,0.042394,2.90,1.95,-0.95,0.0027455493,1.0518199398,0.0153468468,0.1320,0.1076,0.1523,-0.0215,0.01,0.0112359551
198005,0.055560,2.94,2.00,-0.94,0.0015097166,1.0100487748,0.0150518602,0.0858,0.1037,0.0419,-0.0218,-0.01,0.0098765432
198006,0.029722,2.96,2.03,-0.92,0.0013710848,0.9901834270,0.0153043875,0.0707,0.1006,0.0359,-0.0213,0.00,0.0110024450
198007,0.068200,3.01,2.10,-0.91,0.0013628310,0.9188299192,0.0201540380,0.0806,0.1074,-0.0476,-0.0158,0.00,0.0000000000
198008,0.013454,3.01,2.12,-0.89,0.0017081584,0.9215196389,0.0199498435,0.0913,0.1140,-0.0432,-0.0151,0.00,0.0072551391
198009,0.027935,3.03,2.15,-0.88,0.0026574057,0.9216876515,0.0237960395,0.1027,0.1185,-0.0262,-0.0168,0.00,0.0084033613
198010,0.017809,3.04,2.16,-0.88,0.0021906435,0.9295936138,0.0227691861,0.1162,0.1231,-0.0263,-0.0192,-0.01,0.0095238095
198011,0.109910,3.13,2.25,-0.88,0.0024190718,0.8651619788,0.0219492748,0.1373,0.1230,0.0100,-0.0167,0.01,0.0082547170
198012,-0.030634,3.09,2.21,-0.88,0.0029515288,0.8915030239,0.0268163754,0.1549,0.1199,0.0352,-0.0193,0.01,0.0093567251
198101,-0.043370,3.04,2.17,-0.87,0.0015974348,0.9072386965,0.0286954334,0.1502,0.1211,-0.0115,-0.0222,0.00,0.0081112399
198102,0.021267,3.05,2.19,-0.85,0.0015309090,0.8818157565,0.0300093729,0.1479,0.1283,-0.0435,-0.0202,-0.02,0.0103448276
198103,0.038285,3.08,2.23,-0.84,0.0020759444,0.9249205574,0.0279392980,0.1336,0.1248,0.0384,-0.0201,0.01,0.0068259386
198104,-0.020211,3.05,2.20,-0.85,0.0008320026,0.9305938361,0.0273520119,0.1369,0.1332,-0.0518,-0.0168,0.03,0.0067796610
198105,0.006539,3.04,2.19,-0.85,0.0009216880,0.9362238467,0.0288446179,0.1630,0.1265,0.0622,-0.0163,0.00,0.0078563412
198106,-0.008255,3.02,2.17,-0.85,0.0009955428,0.9504749816,0.0278934365,0.1473,0.1304,-0.0179,-0.0205,-0.02,0.0089086860
198107,0.000714,3.01,2.16,-0.85,0.0011029891,0.9749669236,0.0255902194,0.1495,0.1370,-0.0353,-0.0179,0.00,0.0110375276
198108,-0.055540,2.94,2.09,-0.85,0.0018249381,1.0533540563,0.0269917415,0.1551,0.1445,-0.0386,-0.0145,0.00,0.0076419214
198109,-0.050466,2.88,2.03,-0.85,0.0027611735,1.0923786442,0.0214833701,0.1470,0.1482,-0.0145,-0.0143,0.01,0.0097508126
198110,0.052115,2.92,2.08,-0.85,0.0020782516,1.0890856841,0.0148971083,0.1354,0.1384,0.0829,-0.0171,0.03,0.0021459227
198111,0.043827,2.95,2.11,-0.84,0.0015040033,1.0444554433,0.0156728261,0.1086,0.1220,0.1410,-0.0217,0.01,0.0032119914
198112,-0.027059,2.92,2.08,-0.84,0.0009057975,1.0611428571,0.0119096464,0.1085,0.1334,-0.0713,-0.0232,-0.01,0.0032017076
198201,-0.015367,2.89,2.07,-0.82,0.0025219329,1.0658936976,0.0107004867,0.1228,0.1415,0.0046,-0.0192,0.02,0.0031914894
198202,-0.050441,2.83,2.02,-0.81,0.0019182315,1.1262873155,0.0105060983,0.1348,0.1402,0.0182,-0.0191,-0.01,0.0031813362
198203,-0.006805,2.81,2.02,-0.79,0.0017952261,1.1857505743,0.0055484327,0.1268,0.1387,0.0231,-0.0224,-0.01,-0.0010570825
198204,0.041550,2.85,2.08,-0.77,0.0012468205,1.1499834976,0.0029236858,0.1270,0.1348,0.0373,-0.0232,0.00,0.0042328042
198205,-0.029505,2.80,2.05,-0.75,0.0008548156,1.1904238963,-0.0009581844,0.1209,0.1358,0.0034,-0.0238,-0.02,0.0094836670
198206,-0.015779,2.78,2.05,-0.73,0.0014902926,1.2015814171,0.0012130304,0.1247,0.1412,-0.0223,-0.0211,0.02,0.0125260960
198207,-0.020199,2.75,2.04,-0.72,0.0009585831,1.2065298046,-0.0115518915,0.1135,0.1352,0.0501,-0.0219,0.00,0.0051546392
198208,0.127402,2.86,2.16,-0.70,0.0064159331,1.0824244710,-0.0028576304,0.0868,0.1254,0.0781,-0.0261,-0.01,0.0020512821
198209,0.010496,2.87,2.18,-0.68,0.0021312943,1.0885355649,0.0005507087,0.0792,0.1183,0.0618,-0.0269,0.00,0.0020470829
198210,0.113863,2.97,2.31,-0.66,0.0061259079,0.9837454120,0.0065578321,0.0771,0.1112,0.0634,-0.0261,-0.01,0.0030643514
198211,0.045754,3.00,2.37,-0.63,0.0054916495,0.9387268109,0.0009581552,0.0807,0.1125,-0.0002,-0.0262,-0.02,-0.0020366599
198212,0.016835,3.02,2.41,-0.61,0.0024902383,0.9322147266,0.0029900535,0.0794,0.1095,0.0312,-0.0231,0.02,-0.0040816327
198301,0.035293,3.05,2.45,-0.60,0.0032808574,0.9069443153,0.0021947601,0.0786,0.1113,-0.0309,-0.0215,-0.02,0.0020491803
198302,0.025733,3.07,2.47,-0.59,0.0019116417,0.8768492387,0.0003558813,0.0811,0.1060,0.0492,-0.0194,0.01,0.0010224949
198303,0.035470,3.10,2.51,-0.59,0.0015718210,0.7800677858,0.0059935424,0.0835,0.1083,-0.0094,-0.0188,-0.02,0.0000000000
198304,0.075719,3.17,2.58,-0.59,0.0014237505,0.7188876203,0.0066268443,0.0821,0.1051,0.0350,-0.0178,-0.02,0.0071501532
198305,-0.005687,3.15,2.56,-0.59,0.0010846140,0.7345955766,0.0104289126,0.0819,0.1112,-0.0386,-0.0163,-0.01,0.0060851927
198306,0.036970,3.19,2.59,-0.60,0.0013991486,0.7213820420,0.0158265510,0.0879,0.1119,0.0039,-0.0163,0.01,0.0030241935
198307,-0.031238,3.15,2.54,-0.61,0.0022928246,0.7350611231,0.0253802086,0.0908,0.1198,-0.0486,-0.0124,0.00,0.0040201005
198308,0.015864,3.16,2.53,-0.63,0.0013690453,0.7248223918,0.0194746307,0.0934,0.1210,0.0020,-0.0113,0.00,0.0030030030
198309,0.014105,3.17,2.52,-0.64,0.0010572931,0.7148475830,0.0231783929,0.0900,0.1157,0.0505,-0.0118,0.01,0.0049900200
198310,-0.013108,3.15,2.49,-0.66,0.0011153555,0.7194743715,0.0247443760,0.0864,0.1188,-0.0132,-0.0121,-0.01,0.0029791460
198311,0.023846,3.16,2.49,-0.67,0.0008363031,0.6908198931,0.0266368271,0.0876,0.1176,0.0183,-0.0120,0.00,0.0019801980
198312,-0.005749,3.15,2.46,-0.68,0.0005281144,0.7003591178,0.0270568970,0.0900,0.1197,-0.0059,-0.0118,0.00,0.0009881423
198401,-0.003898,3.13,2.43,-0.71,0.0007946061,0.7221976437,0.0307360053,0.0890,0.1180,0.0244,-0.0145,0.00,0.0059230010
198402,-0.034034,3.09,2.36,-0.73,0.0020194765,0.7634480310,0.0267017483,0.0909,0.1217,-0.0178,-0.0151,0.00,0.0049067713
198403,0.017295,3.10,2.34,-0.75,0.0013545875,0.7624754269,0.0241049363,0.0952,0.1253,-0.0156,-0.0142,0.01,0.0019531250
198404,0.006781,3.10,2.33,-0.77,0.0010355282,0.7586589793,0.0226819545,0.0969,0.1284,-0.0105,-0.0150,0.00,0.0048732943
198405,-0.053131,3.03,2.25,-0.78,0.0009330503,0.8039100330,0.0215141284,0.0983,0.1381,-0.0516,-0.0146,0.00,0.0029097963
198406,0.022937,3.04,2.25,-0.80,0.0016757627,0.7843518191,0.0013040651,0.0987,0.1374,0.0150,-0.0150,0.00,0.0029013540
198407,-0.013765,3.02,2.22,-0.80,0.0008656576,0.7963919375,-0.0018621419,0.1012,0.1293,0.0693,-0.0171,0.01,0.0038572806
198408,0.112438,3.12,2.32,-0.80,0.0031268328,0.7254283801,-0.0031008335,0.1047,0.1270,0.0266,-0.0176,0.00,0.0038424592
198409,-0.000064,3.11,2.31,-0.81,0.0009432267,0.7360509153,-0.0094925469,0.1037,0.1235,0.0342,-0.0169,0.00,0.0047846890
198410,0.003331,3.11,2.30,-0.80,0.0012918483,0.7356424655,-0.0135284804,0.0974,0.1173,0.0561,-0.0131,0.00,0.0028571429
198411,-0.009841,3.09,2.29,-0.80,0.0010202895,0.7470519959,-0.0218772065,0.0861,0.1169,0.0118,-0.0119,-0.01,0.0000000000
198412,0.025556,3.10,2.31,-0.79,0.0011901054,0.7330983765,-0.0271967866,0.0806,0.1170,0.0091,-0.0127,0.00,0.0000000000
198501,0.076868,3.17,2.38,-0.78,0.0016358207,0.6902554458,-0.0299050052,0.0776,0.1127,0.0364,-0.0118,0.00,0.0018993352
198502,0.014166,3.17,2.40,-0.77,0.0007452963,0.6917391609,-0.0245189175,0.0827,0.1209,-0.0493,-0.0110,-0.01,0.0047393365
198503,-0.000636,3.16,2.40,-0.76,0.0008022855,0.7236457791,-0.0248157693,0.0852,0.1181,0.0307,-0.0113,0.01,0.0037735849
198504,-0.003704,3.15,2.41,-0.74,0.0004598802,0.7286615901,-0.0224117930,0.0795,0.1162,0.0242,-0.0128,-0.01,0.0046992481
198505,0.062740,3.20,2.48,-0.72,0.0008338603,0.6968929839,-0.0254809306,0.0748,0.1062,0.0896,-0.0143,0.01,0.0037418148
198506,0.016065,3.21,2.51,-0.70,0.0007415203,0.6864301439,-0.0266075139,0.0695,0.1055,0.0142,-0.0146,0.01,0.0027958993
198507,-0.003321,3.20,2.51,-0.69,0.0007186299,0.6803220899,-0.0246386630,0.0708,0.1091,-0.0180,-0.0146,-0.01,0.0018587361
198508,-0.006473,3.18,2.51,-0.68,0.0006296953,0.6871762580,-0.0242274732,0.0714,0.1068,0.0259,-0.0145,0.00,0.0018552876
198509,-0.033248,3.15,2.48,-0.66,0.0008658431,0.6899588298,-0.0312943542,0.0710,0.1082,-0.0021,-0.0141,-0.01,0.0027777778
198510,0.045079,3.18,2.54,-0.65,0.0009117640,0.6670256347,-0.0270693422,0.0716,0.1051,0.0338,-0.0134,0.00,0.0036934441
198511,0.071887,3.24,2.61,-0.63,0.0009430684,0.6227031580,-0.0277158730,0.0724,0.1011,0.0401,-0.0144,0.00,0.0027598896
198512,0.048156,3.29,2.67,-0.61,0.0012300755,0.5926926882,-0.0194650815,0.0710,0.0956,0.0541,-0.0142,0.01,0.0027522936
198601,0.004706,3.28,2.68,-0.61,0.0019201584,0.5835173999,-0.0191717774,0.0707,0.0958,-0.0025,-0.0139,-0.01,0.0027447392
198602,0.076525,3.35,2.75,-0.60,0.0010892902,0.5363767217,-0.0179142569,0.0706,0.0841,0.1145,-0.0144,0.04,-0.0027372263
198603,0.055832,3.39,2.80,-0.59,0.0013737344,0.5196276277,-0.0164196221,0.0656,0.0766,0.0770,-0.0150,0.05,-0.0045745654
198604,-0.013348,3.38,2.78,-0.59,0.0024589457,0.5297144587,-0.0245847833,0.0606,0.0782,-0.0080,-0.0140,-0.01,-0.0018382353
198605,0.055326,3.42,2.83,-0.60,0.0013699311,0.5035407708,-0.0218719553,0.0615,0.0848,-0.0505,-0.0120,-0.03,0.0027624309
198606,0.015744,3.43,2.84,-0.60,0.0015965185,0.4992814574,-0.0122932373,0.0621,0.0790,0.0613,-0.0121,0.04,0.0055096419
198607,-0.057541,3.37,2.77,-0.59,0.0024158243,0.5323014009,-0.0112860333,0.0583,0.0809,-0.0108,-0.0128,-0.01,0.0000000000
198608,0.074417,3.43,2.84,-0.59,0.0012605846,0.4978033440,-0.0096769523,0.0553,0.0763,0.0499,-0.0146,0.02,0.0018264840
198609,-0.083243,3.34,2.75,-0.59,0.0042073830,0.5346292671,-0.0051386604,0.0521,0.0827,-0.0500,-0.0131,-0.04,0.0045578851
198610,0.056538,3.39,2.81,-0.58,0.0009905938,0.5032458023,-0.0080245039,0.0518,0.0803,0.0289,-0.0138,0.01,0.0009074410
198611,0.024876,3.41,2.84,-0.57,0.0017308565,0.4936710845,-0.0021244383,0.0535,0.0779,0.0267,-0.0139,0.00,0.0009066183
198612,-0.027513,3.38,2.82,-0.56,0.0012623423,0.4984308658,-0.0113759993,0.0553,0.0789,-0.0018,-0.0148,-0.01,0.0009057971
198701,0.135183,3.50,2.93,-0.57,0.0024782274,0.4378973513,-0.0058406587,0.0543,0.0778,0.0161,-0.0136,-0.01,0.0063348416
198702,0.041778,3.53,2.95,-0.58,0.0014122466,0.4249119825,-0.0045059361,0.0559,0.0763,0.0202,-0.0127,0.01,0.0035971223
198703,0.026336,3.55,2.96,-0.59,0.0019710953,0.4280402137,-0.0022174302,0.0559,0.0795,-0.0223,-0.0125,-0.01,0.0044802867
198704,-0.009045,3.54,2.96,-0.57,0.0041939063,0.4314718592,0.0044930045,0.0564,0.0859,-0.0473,-0.0119,0.00,0.0053523640
198705,0.009128,3.53,2.99,-0.55,0.0024892339,0.4304908862,0.0069409582,0.0566,0.0880,-0.0105,-0.0118,-0.01,0.0035492458
198706,0.050140,3.57,3.05,-0.53,0.0010704212,0.4078923974,0.0052024616,0.0567,0.0877,0.0098,-0.0120,-0.01,0.0035366932
198707,0.049843,3.62,3.06,-0.55,0.0008181600,0.3835432162,0.0018821969,0.0569,0.0907,-0.0178,-0.0119,-0.01,0.0026431718
